marca,modelo,emplacados,acumulado_anual,data,year,month
KIA,CARNIVAL,6,22,2023-03-02,2023,3
VW,SPACE_FOX,0,1,2023-03-02,2023,3
JEEP,RENEGADE,4674,10742,2023-03-02,2023,3
VOLVO,XC40,117,453,2023-03-02,2023,3
FIAT,PULSE,4276,10050,2023-03-02,2023,3
BYD,SONG_PLUS,205,383,2023-03-02,2023,3
GM,TRAILBLAZER,210,361,2023-03-02,2023,3
AUDI,Q3,150,348,2023-03-02,2023,3
LAND_ROVER,DISCOVERY,202,312,2023-03-02,2023,3
MBENZ,CLASSE_GLB,147,301,2023-03-02,2023,3
BMW,X1,245,292,2023-03-02,2023,3
MBENZ,CLASSE_GLA,139,289,2023-03-02,2023,3
TOYOTA,RAV4,176,285,2023-03-02,2023,3
FORD,TERRITORY,144,279,2023-03-02,2023,3
KIA,STONIC,116,272,2023-03-02,2023,3
SUZUKI,JIMNY_SIERRA,105,270,2023-03-02,2023,3
VOLVO,XC90,120,263,2023-03-02,2023,3
MITSUBISHI,PAJERO,155,417,2023-03-02,2023,3
AUDI,Q5,201,425,2023-03-02,2023,3
TOYOTA,COROLLA_CROSS,4511,10449,2023-03-02,2023,3
PEUGEOT,2008,182,431,2023-03-02,2023,3
MITSUBISHI,ECLIPSE_CROSS,258,707,2023-03-02,2023,3
GM,EQUINOX,342,927,2023-03-02,2023,3
CAOA_CHERY,TIGGO_5X,479,1065,2023-03-02,2023,3
CITROEN,C4_CACTUS,564,1106,2023-03-02,2023,3
CAOA_CHERY,TIGGO_7,475,1222,2023-03-02,2023,3
VOLVO,XC60,504,1279,2023-03-02,2023,3
CAOA_CHERY,TIGGO_8,653,1818,2023-03-02,2023,3
VW,TAOS,855,3034,2023-03-02,2023,3
TOYOTA,HILUX_SW4,1412,3264,2023-03-02,2023,3
JEEP,COMMANDER,2522,5386,2023-03-02,2023,3
RENAULT,DUSTER,2031,5678,2023-03-02,2023,3
HONDA,HR-V,4063,6470,2023-03-02,2023,3
FIAT,FASTBACK,3605,8705,2023-03-02,2023,3
VW,NIVUS,3210,9084,2023-03-02,2023,3
BYD,HAN,12,35,2023-03-02,2023,3
PORSCHE,PANAMERA,44,76,2023-03-02,2023,3
AUDI,A5,48,139,2023-03-02,2023,3
AUDI,A4,73,130,2023-03-02,2023,3
VW,VOYAGE,1,2062,2023-03-02,2023,3
HYUNDAI,HB20S,2025,4807,2023-03-02,2023,3
FIAT,CRONOS,3442,7576,2023-03-02,2023,3
BMW,118i,0,5,2023-03-02,2023,3
BMW,I3,0,10,2023-03-02,2023,3
MBENZ,CLASSE_A,9,15,2023-03-02,2023,3
AUDI,A3,20,78,2023-03-02,2023,3
GM,CRUZE_HB,40,85,2023-03-02,2023,3
NISSAN,LEAF,8,94,2023-03-02,2023,3
FIAT,500E,7,24,2023-03-02,2023,3
JAC,E-JS1,39,91,2023-03-02,2023,3
MINI,COOPER,82,169,2023-03-02,2023,3
RENAULT,SANDERO,658,1538,2023-03-02,2023,3
HONDA,CITY_HATCH,1340,4014,2023-03-02,2023,3
RENAULT,LOGAN,240,580,2023-03-02,2023,3
PEUGEOT,208,2101,4464,2023-03-02,2023,3
TOYOTA,YARIS_HB,2016,5664,2023-03-02,2023,3
VW,POLO,8197,14074,2023-03-02,2023,3
FIAT,ARGO,6171,14988,2023-03-02,2023,3
HYUNDAI,HB20,8363,16194,2023-03-02,2023,3
GM,ONIX,8283,21528,2023-03-02,2023,3
GM,CHEVETTE,0,1,2023-03-02,2023,3
FIAT,147,0,1,2023-03-02,2023,3
FIAT,PALIO,0,2,2023-03-02,2023,3
VW,UP,0,3,2023-03-02,2023,3
FIAT,UNO,3,13,2023-03-02,2023,3
VW,FUSCA,15,28,2023-03-02,2023,3
VW,GOL,741,5300,2023-03-02,2023,3
RENAULT,KWID,6704,13838,2023-03-02,2023,3
FIAT,MOBI,6384,14666,2023-03-02,2023,3
CITROEN,C3,2035,4836,2023-03-02,2023,3
FIAT,SIENA,3,12,2023-03-02,2023,3
TOYOTA,ETIOS_SEDAN,2,2,2023-03-02,2023,3
FORD,FIESTA_SEDAN,1,1,2023-03-02,2023,3
MBENZ,CLASSE_C,36,225,2023-03-02,2023,3
BMW,330E,120,268,2023-03-02,2023,3
BMW,320I,551,1135,2023-03-02,2023,3
VW,SANTANA,0,1,2023-03-02,2023,3
TOYOTA,PRIUS,0,1,2023-03-02,2023,3
RENAULT,FLUENCE,1,1,2023-03-02,2023,3
MBENZ,CLASSE_A,1,1,2023-03-02,2023,3
HYUNDAI,IONIQ,0,1,2023-03-02,2023,3
KIA,CERATO,2,9,2023-03-02,2023,3
JAC,E-J7,0,14,2023-03-02,2023,3
MBENZ,CLA35,9,22,2023-03-02,2023,3
BMW,420I,3,29,2023-03-02,2023,3
BMW,218I,7,29,2023-03-02,2023,3
MBENZ,CLA45,15,44,2023-03-02,2023,3
AUDI,A3_SEDAN,41,117,2023-03-02,2023,3
PORSCHE,CAYENNE,195,384,2023-03-02,2023,3
CAOA_CHERY,ARRIZO_6,61,169,2023-03-02,2023,3
FORD,KA_SEDAN,1,1,2023-03-02,2023,3
GM,CLASSIC,0,1,2023-03-02,2023,3
GM,CORSA_SEDAN,1,1,2023-03-02,2023,3
GM,ONIX_PLUS,7104,18392,2023-03-02,2023,3
HONDA,CITY,1249,3424,2023-03-02,2023,3
TOYOTA,YARIS_SEDAN,932,2804,2023-03-02,2023,3
MBENZ,CLA250,56,123,2023-03-02,2023,3
VW,VIRTUS,1562,2666,2023-03-02,2023,3
FORD,CORCEL,4,4,2023-03-02,2023,3
TOYOTA,COROLLA,3865,8950,2023-03-02,2023,3
NISSAN,SENTRA,453,459,2023-03-02,2023,3
HONDA,CIVIC,76,275,2023-03-02,2023,3
GM,CRUZE_SEDAN,83,218,2023-03-02,2023,3
VW,JETTA,145,213,2023-03-02,2023,3
NISSAN,VERSA,741,1424,2023-03-02,2023,3
PORSCHE,MACAN,228,405,2023-03-02,2023,3
VW,UP,0,3,2023-04-02,2023,4
RENAULT,KWID,4152,17989,2023-04-02,2023,4
NISSAN,KICKS,3055,14377,2023-04-02,2023,4
TOYOTA,COROLLA_CROSS,3946,14395,2023-04-02,2023,4
GM,TRACKER,4078,18574,2023-04-02,2023,4
VW,T_CROSS,4592,18760,2023-04-02,2023,4
HYUNDAI,CRETA,4660,20084,2023-04-02,2023,4
JEEP,COMPASS,4898,20453,2023-04-02,2023,4
GM,CAMARO,5,14,2023-04-02,2023,4
GM,CORVETTE,7,20,2023-04-02,2023,4
JAGUAR,F-TYPE,6,30,2023-04-02,2023,4
PORSCHE,CAYMAN,18,39,2023-04-02,2023,4
PORSCHE,BOXSTER,45,68,2023-04-02,2023,4
PORSCHE,TAYCAN,25,95,2023-04-02,2023,4
BMW,M3,20,131,2023-04-02,2023,4
FORD,MUSTANG,44,145,2023-04-02,2023,4
PORSCHE,911,47,287,2023-04-02,2023,4
TOYOTA,SIENNA,0,3,2023-04-02,2023,4
BYD,D1,2,14,2023-04-02,2023,4
KIA,CARNIVAL,0,22,2023-04-02,2023,4
GM,SPIN,1084,5589,2023-04-02,2023,4
FIAT,DOBLO,0,2,2023-04-02,2023,4
GM,BOLT,0,22,2023-04-02,2023,4
VW,QUANTUM,0,1,2023-04-02,2023,4
GM,CARAVAN,0,1,2023-04-02,2023,4
AUDI,RS6_AVANT,3,6,2023-04-02,2023,4
VW,SPACE_FOX,0,1,2023-04-02,2023,4
VW,PARATI,0,2,2023-04-02,2023,4
AUDI,E_TRON_GT,2,12,2023-04-02,2023,4
BMW,530E,6,13,2023-04-02,2023,4
TOYOTA,CAMRY,1,17,2023-04-02,2023,4
JEEP,RENEGADE,3219,13960,2023-04-02,2023,4
FIAT,PULSE,3504,13554,2023-04-02,2023,4
VW,NIVUS,3702,12786,2023-04-02,2023,4
FIAT,FASTBACK,2466,11171,2023-04-02,2023,4
TOYOTA,RAV4,47,332,2023-04-02,2023,4
MBENZ,CLASSE_GLA,53,342,2023-04-02,2023,4
SUZUKI,JIMNY_SIERRA,83,353,2023-04-02,2023,4
FORD,TERRITORY,88,367,2023-04-02,2023,4
KIA,STONIC,96,368,2023-04-02,2023,4
MBENZ,CLASSE_GLB,81,382,2023-04-02,2023,4
VOLVO,XC90,123,386,2023-04-02,2023,4
BYD,SONG_PLUS,39,422,2023-04-02,2023,4
LAND_ROVER,DISCOVERY,119,431,2023-04-02,2023,4
AUDI,Q3,125,473,2023-04-02,2023,4
MITSUBISHI,PAJERO,108,525,2023-04-02,2023,4
PORSCHE,CAYENNE,145,529,2023-04-02,2023,4
PORSCHE,MACAN,149,554,2023-04-02,2023,4
PEUGEOT,2008,138,569,2023-04-02,2023,4
LEXUS,ES300,6,24,2023-04-02,2023,4
GM,TRAILBLAZER,231,592,2023-04-02,2023,4
AUDI,Q5,185,610,2023-04-02,2023,4
BMW,X1,367,659,2023-04-02,2023,4
MITSUBISHI,ECLIPSE_CROSS,206,913,2023-04-02,2023,4
GM,EQUINOX,292,1219,2023-04-02,2023,4
VOLVO,XC60,157,1436,2023-04-02,2023,4
CITROEN,C4_CACTUS,344,1450,2023-04-02,2023,4
CAOA_CHERY,TIGGO_5X,516,1581,2023-04-02,2023,4
CAOA_CHERY,TIGGO_7,418,1640,2023-04-02,2023,4
CAOA_CHERY,TIGGO_8,544,2362,2023-04-02,2023,4
VW,TAOS,792,3825,2023-04-02,2023,4
TOYOTA,HILUX_SW4,1113,4376,2023-04-02,2023,4
RENAULT,DUSTER,1377,7055,2023-04-02,2023,4
JEEP,COMMANDER,1835,7220,2023-04-02,2023,4
HONDA,HR-V,4688,11157,2023-04-02,2023,4
VOLVO,XC40,140,593,2023-04-02,2023,4
FIAT,MOBI,4686,19352,2023-04-02,2023,4
BMW,I4,4,27,2023-04-02,2023,4
PORSCHE,PANAMERA,41,117,2023-04-02,2023,4
TOYOTA,ETIOS_SEDAN,0,2,2023-04-02,2023,4
FIAT,SIENA,3,15,2023-04-02,2023,4
RENAULT,LOGAN,142,722,2023-04-02,2023,4
VW,VOYAGE,1,2063,2023-04-02,2023,4
HYUNDAI,HB20S,1916,6723,2023-04-02,2023,4
FIAT,CRONOS,3701,11277,2023-04-02,2023,4
BMW,I3,0,10,2023-04-02,2023,4
MBENZ,CLASSE_A,0,15,2023-04-02,2023,4
AUDI,A3,20,98,2023-04-02,2023,4
NISSAN,LEAF,5,99,2023-04-02,2023,4
GM,CRUZE_HB,41,126,2023-04-02,2023,4
FIAT,500E,4,28,2023-04-02,2023,4
JAC,E-JS1,34,125,2023-04-02,2023,4
MINI,COOPER,74,243,2023-04-02,2023,4
RENAULT,SANDERO,419,1957,2023-04-02,2023,4
HONDA,CITY_HATCH,867,4881,2023-04-02,2023,4
PEUGEOT,208,1901,6365,2023-04-02,2023,4
CITROEN,C3,1965,6801,2023-04-02,2023,4
TOYOTA,YARIS_HB,1818,7482,2023-04-02,2023,4
VW,POLO,6063,20137,2023-04-02,2023,4
FIAT,ARGO,5475,20463,2023-04-02,2023,4
HYUNDAI,HB20,7143,23337,2023-04-02,2023,4
GM,ONIX,7376,28902,2023-04-02,2023,4
FIAT,147,0,1,2023-04-02,2023,4
GM,CHEVETTE,1,2,2023-04-02,2023,4
FIAT,PALIO,0,2,2023-04-02,2023,4
FIAT,UNO,1,14,2023-04-02,2023,4
VW,FUSCA,8,36,2023-04-02,2023,4
VW,GOL,318,5618,2023-04-02,2023,4
FORD,FIESTA_SEDAN,0,1,2023-04-02,2023,4
FORD,KA_SEDAN,0,1,2023-04-02,2023,4
GM,CLASSIC,0,1,2023-04-02,2023,4
GM,CORSA_SEDAN,0,1,2023-04-02,2023,4
MBENZ,CLA250,20,143,2023-04-02,2023,4
AUDI,A4,24,154,2023-04-02,2023,4
MBENZ,CLASSE_C,31,256,2023-04-02,2023,4
BMW,330E,57,325,2023-04-02,2023,4
BMW,320I,336,1471,2023-04-02,2023,4
VW,SANTANA,0,1,2023-04-02,2023,4
TOYOTA,PRIUS,0,1,2023-04-02,2023,4
RENAULT,FLUENCE,0,1,2023-04-02,2023,4
HYUNDAI,IONIQ,0,1,2023-04-02,2023,4
MBENZ,CLASSE_A,4,5,2023-04-02,2023,4
KIA,CERATO,0,9,2023-04-02,2023,4
JAC,E-J7,6,20,2023-04-02,2023,4
MBENZ,CLA35,5,27,2023-04-02,2023,4
BMW,218I,4,33,2023-04-02,2023,4
BYD,HAN,6,41,2023-04-02,2023,4
BMW,420I,8,37,2023-04-02,2023,4
AUDI,A3_SEDAN,41,158,2023-04-02,2023,4
AUDI,A5,25,164,2023-04-02,2023,4
CAOA_CHERY,ARRIZO_6,71,240,2023-04-02,2023,4
VW,JETTA,61,274,2023-04-02,2023,4
HONDA,CIVIC,33,308,2023-04-02,2023,4
GM,CRUZE_SEDAN,117,335,2023-04-02,2023,4
NISSAN,SENTRA,450,909,2023-04-02,2023,4
TOYOTA,COROLLA,3261,12210,2023-04-02,2023,4
FORD,CORCEL,1,5,2023-04-02,2023,4
NISSAN,VERSA,632,2056,2023-04-02,2023,4
TOYOTA,YARIS_SEDAN,891,3695,2023-04-02,2023,4
HONDA,CITY,964,4387,2023-04-02,2023,4
VW,VIRTUS,2091,4757,2023-04-02,2023,4
GM,ONIX_PLUS,5295,23686,2023-04-02,2023,4
MBENZ,CLA45,7,51,2023-04-02,2023,4
BMW,118i,5,10,2023-04-02,2023,4
RENAULT,SANDERO,598,2555,2023-05-02,2023,5
KIA,STONIC,92,460,2023-05-02,2023,5
GM,TRACKER,5436,24010,2023-05-02,2023,5
VW,T_CROSS,6012,24771,2023-05-02,2023,5
HYUNDAI,CRETA,5268,25352,2023-05-02,2023,5
JEEP,COMPASS,5560,26012,2023-05-02,2023,5
MCLAREN,ARTURA,10,18,2023-05-02,2023,5
GM,CORVETTE,8,28,2023-05-02,2023,5
JAGUAR,F-TYPE,7,37,2023-05-02,2023,5
PORSCHE,CAYMAN,12,51,2023-05-02,2023,5
PORSCHE,BOXSTER,32,100,2023-05-02,2023,5
PORSCHE,TAYCAN,23,118,2023-05-02,2023,5
BMW,M3,18,149,2023-05-02,2023,5
FORD,MUSTANG,39,184,2023-05-02,2023,5
PORSCHE,911,58,345,2023-05-02,2023,5
TOYOTA,SIENNA,0,3,2023-05-02,2023,5
JEEP,RENEGADE,4279,18238,2023-05-02,2023,5
BYD,D1,0,14,2023-05-02,2023,5
GM,SPIN,1492,7081,2023-05-02,2023,5
FIAT,DOBLO,0,2,2023-05-02,2023,5
GM,BOLT,12,34,2023-05-02,2023,5
VW,QUANTUM,0,1,2023-05-02,2023,5
GM,CARAVAN,0,1,2023-05-02,2023,5
AUDI,RS6_AVANT,11,17,2023-05-02,2023,5
VW,SPACE_FOX,0,1,2023-05-02,2023,5
VW,PARATI,0,2,2023-05-02,2023,5
AUDI,E_TRON_GT,5,17,2023-05-02,2023,5
TOYOTA,CAMRY,11,28,2023-05-02,2023,5
LEXUS,ES300,4,28,2023-05-02,2023,5
BMW,530E,17,30,2023-05-02,2023,5
BYD,HAN,8,49,2023-05-02,2023,5
BMW,I4,24,51,2023-05-02,2023,5
KIA,CARNIVAL,1,23,2023-05-02,2023,5
PORSCHE,PANAMERA,31,148,2023-05-02,2023,5
TOYOTA,COROLLA_CROSS,3731,18126,2023-05-02,2023,5
FIAT,PULSE,3490,17044,2023-05-02,2023,5
LAND_ROVER,RANGE_ROVER,146,414,2023-05-02,2023,5
KIA,SPORTAGE,108,420,2023-05-02,2023,5
MBENZ,CLASSE_GLB,92,474,2023-05-02,2023,5
FORD,TERRITORY,107,474,2023-05-02,2023,5
VOLVO,XC90,114,500,2023-05-02,2023,5
LAND_ROVER,DISCOVERY,138,569,2023-05-02,2023,5
AUDI,Q3,100,573,2023-05-02,2023,5
MITSUBISHI,PAJERO,118,643,2023-05-02,2023,5
PORSCHE,MACAN,112,666,2023-05-02,2023,5
PEUGEOT,2008,147,716,2023-05-02,2023,5
BYD,SONG_PLUS,322,744,2023-05-02,2023,5
AUDI,Q5,147,757,2023-05-02,2023,5
PORSCHE,CAYENNE,253,782,2023-05-02,2023,5
VOLVO,XC40,191,784,2023-05-02,2023,5
VW,NIVUS,4340,17126,2023-05-02,2023,5
GM,TRAILBLAZER,200,792,2023-05-02,2023,5
BMW,X1,509,1168,2023-05-02,2023,5
GWM,HAVAL_H6,960,1193,2023-05-02,2023,5
GM,EQUINOX,349,1568,2023-05-02,2023,5
CITROEN,C4_CACTUS,238,1688,2023-05-02,2023,5
VOLVO,XC60,380,1816,2023-05-02,2023,5
CAOA_CHERY,TIGGO_7,582,2222,2023-05-02,2023,5
CAOA_CHERY,TIGGO_5X,644,2225,2023-05-02,2023,5
CAOA_CHERY,TIGGO_8,675,3037,2023-05-02,2023,5
VW,TAOS,1535,5360,2023-05-02,2023,5
TOYOTA,HILUX_SW4,1238,5613,2023-05-02,2023,5
JEEP,COMMANDER,1955,9174,2023-05-02,2023,5
RENAULT,DUSTER,2231,9286,2023-05-02,2023,5
FIAT,FASTBACK,2943,14114,2023-05-02,2023,5
HONDA,HR-V,4578,15735,2023-05-02,2023,5
MITSUBISHI,ECLIPSE_CROSS,211,1124,2023-05-02,2023,5
MBENZ,CLA250,23,166,2023-05-02,2023,5
NISSAN,KICKS,4212,18589,2023-05-02,2023,5
MBENZ,CLASSE_C,41,297,2023-05-02,2023,5
RENAULT,LOGAN,171,893,2023-05-02,2023,5
VW,VOYAGE,4,2067,2023-05-02,2023,5
HYUNDAI,HB20S,1384,8107,2023-05-02,2023,5
FIAT,CRONOS,2950,14227,2023-05-02,2023,5
BMW,I3,1,11,2023-05-02,2023,5
BMW,118i,2,12,2023-05-02,2023,5
MBENZ,CLASSE_A,5,20,2023-05-02,2023,5
NISSAN,LEAF,6,105,2023-05-02,2023,5
AUDI,A3,36,134,2023-05-02,2023,5
GM,CRUZE_HB,45,171,2023-05-02,2023,5
CAOA_CHERY,ICAR,11,38,2023-05-02,2023,5
JAC,E-JS1,63,188,2023-05-02,2023,5
MINI,COOPER,73,316,2023-05-02,2023,5
HONDA,CITY_HATCH,968,5849,2023-05-02,2023,5
FIAT,SIENA,0,15,2023-05-02,2023,5
CITROEN,C3,1607,8408,2023-05-02,2023,5
TOYOTA,YARIS_HB,2458,9940,2023-05-02,2023,5
FIAT,ARGO,4710,25173,2023-05-02,2023,5
HYUNDAI,HB20,4245,27582,2023-05-02,2023,5
VW,POLO,7636,27773,2023-05-02,2023,5
GM,ONIX,6947,35849,2023-05-02,2023,5
FIAT,147,0,1,2023-05-02,2023,5
GM,CHEVETTE,0,2,2023-05-02,2023,5
FIAT,PALIO,1,3,2023-05-02,2023,5
VW,UP,1,4,2023-05-02,2023,5
FIAT,UNO,3,17,2023-05-02,2023,5
VW,FUSCA,8,44,2023-05-02,2023,5
VW,GOL,225,5842,2023-05-02,2023,5
AUDI,A4,36,190,2023-05-02,2023,5
FIAT,MOBI,4196,23547,2023-05-02,2023,5
PEUGEOT,208,2463,8828,2023-05-02,2023,5
TOYOTA,ETIOS_SEDAN,0,2,2023-05-02,2023,5
RENAULT,KWID,2725,20713,2023-05-02,2023,5
FORD,KA_SEDAN,0,1,2023-05-02,2023,5
FORD,FIESTA_SEDAN,0,1,2023-05-02,2023,5
BMW,330E,24,349,2023-05-02,2023,5
VW,SANTANA,0,1,2023-05-02,2023,5
TOYOTA,PRIUS,0,1,2023-05-02,2023,5
RENAULT,FLUENCE,0,1,2023-05-02,2023,5
GM,IMPALA,1,1,2023-05-02,2023,5
MBENZ,CLASSE_A,0,5,2023-05-02,2023,5
KIA,CERATO,2,11,2023-05-02,2023,5
HYUNDAI,IONIQ,11,12,2023-05-02,2023,5
JAC,E-J7,1,21,2023-05-02,2023,5
MBENZ,CLA35,5,32,2023-05-02,2023,5
BMW,420I,5,42,2023-05-02,2023,5
BMW,218I,11,44,2023-05-02,2023,5
MBENZ,CLA45,1,52,2023-05-02,2023,5
AUDI,A5,32,196,2023-05-02,2023,5
BMW,320I,420,1891,2023-05-02,2023,5
CAOA_CHERY,ARRIZO_6,51,291,2023-05-02,2023,5
GM,CLASSIC,0,1,2023-05-02,2023,5
GM,CORSA_SEDAN,0,1,2023-05-02,2023,5
GM,ONIX_PLUS,5624,29310,2023-05-02,2023,5
VW,VIRTUS,2744,7501,2023-05-02,2023,5
AUDI,A3_SEDAN,58,216,2023-05-02,2023,5
TOYOTA,YARIS_SEDAN,1068,4763,2023-05-02,2023,5
HONDA,CITY,1151,5538,2023-05-02,2023,5
FORD,CORCEL,0,5,2023-05-02,2023,5
TOYOTA,COROLLA,3891,16101,2023-05-02,2023,5
NISSAN,SENTRA,636,1545,2023-05-02,2023,5
GM,CRUZE_SEDAN,126,461,2023-05-02,2023,5
VW,JETTA,186,460,2023-05-02,2023,5
HONDA,CIVIC,7,315,2023-05-02,2023,5
NISSAN,VERSA,673,2729,2023-05-02,2023,5
FORD,MUSTANG,34,218,2023-06-02,2023,6
BMW,M3,19,168,2023-06-02,2023,6
PORSCHE,TAYCAN,26,144,2023-06-02,2023,6
PORSCHE,BOXSTER,13,113,2023-06-02,2023,6
PORSCHE,CAYMAN,15,66,2023-06-02,2023,6
HYUNDAI,CRETA,4597,29948,2023-06-02,2023,6
GM,CORVETTE,5,33,2023-06-02,2023,6
MCLAREN,ARTURA,10,28,2023-06-02,2023,6
VW,T_CROSS,7264,32035,2023-06-02,2023,6
JEEP,COMPASS,4338,30350,2023-06-02,2023,6
BMW,530E,15,45,2023-06-02,2023,6
GM,TRACKER,4957,28964,2023-06-02,2023,6
JAGUAR,F-TYPE,4,41,2023-06-02,2023,6
PORSCHE,911,67,412,2023-06-02,2023,6
VW,QUANTUM,0,1,2023-06-02,2023,6
BYD,D1,6,20,2023-06-02,2023,6
KIA,CARNIVAL,0,23,2023-06-02,2023,6
GM,SPIN,1510,8591,2023-06-02,2023,6
NISSAN,LIVINA,1,1,2023-06-02,2023,6
FIAT,DOBLO,1,3,2023-06-02,2023,6
GM,BOLT,0,20,2023-06-02,2023,6
GM,CARAVAN,0,1,2023-06-02,2023,6
AUDI,RS6_AVANT,3,20,2023-06-02,2023,6
VW,SPACE_FOX,0,1,2023-06-02,2023,6
VW,PARATI,0,2,2023-06-02,2023,6
AUDI,E_TRON_GT,2,19,2023-06-02,2023,6
TOYOTA,CAMRY,2,30,2023-06-02,2023,6
JEEP,RENEGADE,4084,22322,2023-06-02,2023,6
LEXUS,ES300,9,37,2023-06-02,2023,6
CHRYSLER,PACIFICA,4,5,2023-06-02,2023,6
NISSAN,KICKS,3473,22062,2023-06-02,2023,6
CITROEN,C4_CACTUS,143,1831,2023-06-02,2023,6
FIAT,PULSE,4401,21444,2023-06-02,2023,6
BYD,HAN,5,54,2023-06-02,2023,6
LAND_ROVER,DEFENDER,125,524,2023-06-02,2023,6
MBENZ,CLASSE_GLB,85,559,2023-06-02,2023,6
FORD,TERRITORY,104,577,2023-06-02,2023,6
VOLVO,XC90,88,588,2023-06-02,2023,6
LAND_ROVER,DISCOVERY,126,695,2023-06-02,2023,6
AUDI,Q3,124,697,2023-06-02,2023,6
PORSCHE,MACAN,86,752,2023-06-02,2023,6
MITSUBISHI,PAJERO,214,857,2023-06-02,2023,6
GM,TRAILBLAZER,84,876,2023-06-02,2023,6
PEUGEOT,2008,167,882,2023-06-02,2023,6
VOLVO,XC40,119,903,2023-06-02,2023,6
AUDI,Q5,217,974,2023-06-02,2023,6
PORSCHE,CAYENNE,208,990,2023-06-02,2023,6
TOYOTA,COROLLA_CROSS,3357,21483,2023-06-02,2023,6
BYD,SONG_PLUS,353,1096,2023-06-02,2023,6
BMW,X1,433,1601,2023-06-02,2023,6
GM,EQUINOX,325,1893,2023-06-02,2023,6
GWM,HAVAL_H6,969,2162,2023-06-02,2023,6
VOLVO,XC60,392,2208,2023-06-02,2023,6
CAOA_CHERY,TIGGO_7,457,2679,2023-06-02,2023,6
CAOA_CHERY,TIGGO_8,677,3714,2023-06-02,2023,6
CAOA_CHERY,TIGGO_5X,1571,3797,2023-06-02,2023,6
VW,TAOS,1069,6429,2023-06-02,2023,6
TOYOTA,HILUX_SW4,1258,6871,2023-06-02,2023,6
JEEP,COMMANDER,1338,10511,2023-06-02,2023,6
RENAULT,DUSTER,1488,10773,2023-06-02,2023,6
FIAT,FASTBACK,3384,17497,2023-06-02,2023,6
HONDA,HR-V,4810,20544,2023-06-02,2023,6
VW,NIVUS,3751,20877,2023-06-02,2023,6
MITSUBISHI,ECLIPSE_CROSS,294,1418,2023-06-02,2023,6
BMW,I4,21,72,2023-06-02,2023,6
AUDI,A5,43,239,2023-06-02,2023,6
MBENZ,CLA250,19,185,2023-06-02,2023,6
GM,PRISMA,1,2,2023-06-02,2023,6
FIAT,SIENA,0,15,2023-06-02,2023,6
RENAULT,LOGAN,473,1366,2023-06-02,2023,6
VW,VOYAGE,1,2068,2023-06-02,2023,6
HYUNDAI,HB20S,1393,9499,2023-06-02,2023,6
FIAT,CRONOS,4969,19195,2023-06-02,2023,6
BMW,I3,1,12,2023-06-02,2023,6
BMW,118i,4,16,2023-06-02,2023,6
MBENZ,CLASSE_A,5,25,2023-06-02,2023,6
NISSAN,LEAF,56,161,2023-06-02,2023,6
AUDI,A3,42,176,2023-06-02,2023,6
GM,CRUZE_HB,34,205,2023-06-02,2023,6
CAOA_CHERY,ICAR,12,50,2023-06-02,2023,6
JAC,E-JS1,33,221,2023-06-02,2023,6
MINI,COOPER,50,366,2023-06-02,2023,6
RENAULT,SANDERO,1004,3559,2023-06-02,2023,6
HONDA,CITY_HATCH,791,6640,2023-06-02,2023,6
CITROEN,C3,2930,11338,2023-06-02,2023,6
PEUGEOT,208,2718,11546,2023-06-02,2023,6
TOYOTA,YARIS_HB,1940,11880,2023-06-02,2023,6
FIAT,ARGO,6747,31920,2023-06-02,2023,6
HYUNDAI,HB20,6420,34002,2023-06-02,2023,6
VW,POLO,9949,37722,2023-06-02,2023,6
GM,ONIX,8261,44110,2023-06-02,2023,6
FIAT,147,0,1,2023-06-02,2023,6
GM,CHEVETTE,0,2,2023-06-02,2023,6
VW,UP,0,4,2023-06-02,2023,6
FIAT,PALIO,1,4,2023-06-02,2023,6
KIA,STONIC,61,521,2023-06-02,2023,6
TOYOTA,ETIOS_SEDAN,0,2,2023-06-02,2023,6
FORD,FIESTA_SEDAN,0,1,2023-06-02,2023,6
FORD,KA_SEDAN,0,1,2023-06-02,2023,6
GM,CLASSIC,0,1,2023-06-02,2023,6
AUDI,A4,31,221,2023-06-02,2023,6
MBENZ,CLASSE_C,9,306,2023-06-02,2023,6
BMW,330E,7,356,2023-06-02,2023,6
BMW,320I,402,2293,2023-06-02,2023,6
VW,SANTANA,0,1,2023-06-02,2023,6
TOYOTA,PRIUS,0,1,2023-06-02,2023,6
RENAULT,FLUENCE,0,1,2023-06-02,2023,6
GM,IMPALA,0,1,2023-06-02,2023,6
MBENZ,CLASSE_A,0,5,2023-06-02,2023,6
KIA,CERATO,3,14,2023-06-02,2023,6
HYUNDAI,IONIQ,4,16,2023-06-02,2023,6
MBENZ,CLA35,6,38,2023-06-02,2023,6
BMW,420I,7,49,2023-06-02,2023,6
BMW,218I,6,50,2023-06-02,2023,6
PORSCHE,PANAMERA,27,175,2023-06-02,2023,6
MBENZ,CLA45,8,60,2023-06-02,2023,6
VW,GOL,89,5931,2023-06-02,2023,6
HONDA,CIVIC,5,320,2023-06-02,2023,6
AUDI,A3_SEDAN,106,322,2023-06-02,2023,6
CAOA_CHERY,ARRIZO_6,41,332,2023-06-02,2023,6
GM,CRUZE_SEDAN,101,562,2023-06-02,2023,6
VW,JETTA,184,644,2023-06-02,2023,6
NISSAN,SENTRA,408,1953,2023-06-02,2023,6
TOYOTA,COROLLA,3751,19852,2023-06-02,2023,6
